# t  x_0 x_1 x_2 x_3 x_4 x_5 x_6 x_7 x_8 x_9 x_10 x_11 x_12 x_13 x_14 x_15 x_16 x_17 x_18 x_19 x_20 x_21 x_22 x_23 x_24 x_25 x_26 x_27 x_28 x_29 x_30 x_31 x_32 x_33 x_34 x_35 x_36 x_37 x_38 x_39 x_40 x_41 x_42 x_43 x_44 x_45 x_46 x_47 x_48 x_49 x_50 x_51 x_52 x_53 x_54 x_55 x_56 x_57 x_58 x_59 x_60 x_61 x_62 x_63 x_64 x_65 x_66 x_67 x_68 x_69 x_70 x_71 x_72 x_73 x_74 x_75 x_76 x_77 x_78 x_79 x_80 x_81 x_82 x_83 x_84 x_85 x_86 x_87 x_88 x_89 x_90 x_91 x_92 x_93 x_94 x_95 x_96 x_97 x_98 x_99 x_100 x_101 x_102 x_103 x_104 x_105 x_106 x_107 x_108 x_109 x_110 x_111 x_112 x_113 x_114 x_115 x_116 x_117 x_118 x_119 x_120 x_121 x_122 x_123 x_124 x_125 x_126 x_127 x_128 x_129 x_130 x_131 x_132 x_133 x_134 x_135 x_136 x_137 x_138 x_139 x_140 x_141 x_142 x_143 x_144 x_145 x_146 x_147 x_148 x_149 x_150 x_151 x_152 x_153 x_154 x_155 x_156 x_157 x_158 x_159 x_160 x_161 x_162 x_163 x_164 x_165 x_166 x_167 x_168 x_169 x_170 x_171 x_172 x_173 x_174 x_175 x_176 x_177 x_178 x_179 x_180 x_181 x_182 x_183 x_184 x_185 x_186 x_187 x_188 x_189 x_190 x_191 x_192 x_193 x_194 x_195 x_196 x_197 x_198 x_199 x_200
119 0 2.3186 4.36483 6.22488 7.94174 9.54214 11.0445 12.4625 13.8065 15.0848 16.3042 17.4703 18.5877 19.6606 20.6923 21.6859 22.6441 23.5692 24.4634 25.3285 26.1662 26.9781 27.7655 28.5298 29.2721 29.9934 30.6948 31.3772 32.0415 32.6883 33.3186 33.9328 34.5318 35.116 35.6861 36.2426 36.7859 37.3166 37.835 38.3417 38.8369 39.3212 39.7947 40.258 40.7112 41.1548 41.5889 42.0139 42.4301 42.8376 43.2368 43.6278 44.0109 44.3864 44.7543 45.1149 45.4685 45.8151 46.1549 46.4882 46.815 47.1355 47.45 47.7584 48.0611 48.358 48.6493 48.9352 49.2158 49.4911 49.7614 50.0266 50.287 50.5426 50.7935 51.0398 51.2816 51.519 51.7522 51.981 52.2058 52.4264 52.6431 52.8559 53.0648 53.2699 53.4714 53.6692 53.8635 54.0542 54.2416 54.4255 54.6061 54.7835 54.9577 55.1287 55.2966 55.4615 55.6234 55.7823 55.9384 56.0916 56.242 56.3896 56.5346 56.6768 56.8165 56.9536 57.0881 57.2201 57.3496 57.4767 57.6015 57.7238 57.8439 57.9616 58.0771 58.1904 58.3015 58.4105 58.5173 58.622 58.7247 58.8253 58.9239 59.0205 59.1152 59.208 59.2989 59.3878 59.475 59.5603 59.6438 59.7256 59.8056 59.8838 59.9604 60.0353 60.1085 60.1801 60.25 60.3184 60.3852 60.4504 60.5141 60.5763 60.6369 60.6961 60.7539 60.8102 60.865 60.9185 60.9705 61.0212 61.0705 61.1185 61.1651 61.2105 61.2545 61.2973 61.3388 61.379 61.418 61.4558 61.4924 61.5277 61.5619 61.5949 61.6268 61.6576 61.6872 61.7156 61.743 61.7693 61.7945 61.8186 61.8417 61.8638 61.8848 61.9048 61.9237 61.9417 61.9587 61.9747 61.9897 62.0038 62.0169 62.0291 62.0403 62.0506 62.0601 62.0686 62.0762 62.083 62.0888 62.0938 62.098 62.1013 62.1038 62.1054 62.1062
120 0 2.31308 4.34982 6.199 7.9044 9.49312 10.9838 12.3902 13.7227 14.9897 16.198 17.3532 18.4599 19.5223 20.5438 21.5275 22.4759 23.3915 24.2763 25.1323 25.9611 26.7642 27.5431 28.299 29.0331 29.7464 30.44 31.1147 31.7715 32.411 33.034 33.6412 34.2332 34.8107 35.3742 35.9241 36.4611 36.9855 37.4978 37.9985 38.4878 38.9663 39.4342 39.8919 40.3397 40.7779 41.2067 41.6266 42.0377 42.4403 42.8346 43.2208 43.5992 43.9701 44.3335 44.6896 45.0388 45.3811 45.7167 46.0459 46.3686 46.6852 46.9957 47.3003 47.5991 47.8923 48.18 48.4623 48.7394 49.0112 49.2781 49.54 49.7971 50.0494 50.2972 50.5404 50.7791 51.0135 51.2437 51.4696 51.6915 51.9094 52.1233 52.3333 52.5396 52.7421 52.941 53.1363 53.328 53.5164 53.7013 53.8829 54.0612 54.2363 54.4082 54.577 54.7428 54.9055 55.0653 55.2222 55.3763 55.5275 55.6759 55.8217 55.9648 56.1052 56.243 56.3783 56.5111 56.6414 56.7692 56.8947 57.0178 57.1386 57.2571 57.3733 57.4873 57.5991 57.7088 57.8163 57.9217 58.0251 58.1264 58.2257 58.3231 58.4184 58.5119 58.6034 58.6931 58.7809 58.8669 58.9512 59.0336 59.1143 59.1932 59.2705 59.346 59.4199 59.4922 59.5628 59.6319 59.6993 59.7653 59.8296 59.8925 59.9538 60.0137 60.0721 60.1291 60.1847 60.2388 60.2915 60.3429 60.3929 60.4416 60.489 60.535 60.5797 60.6232 60.6654 60.7063 60.746 60.7845 60.8218 60.8579 60.8928 60.9266 60.9592 60.9906 61.0209 61.0502 61.0783 61.1053 61.1312 61.1561 61.1799 61.2027 61.2245 61.2452 61.2649 61.2836 61.3013 61.3181 61.3339 61.3487 61.3626 61.3756 61.3876 61.3987 61.4089 61.4182 61.4266 61.4341 61.4408 61.4466 61.4515 61.4556 61.4589 61.4613 61.4629 61.4637
121 0 2.30747 4.33471 6.17302 7.867 9.4441 10.9231 12.318 13.6391 14.8949 16.0922 17.2366 18.3328 19.3849 20.3963 21.37 22.3088 23.215 24.0906 24.9375 25.7575 26.552 27.3224 28.0701 28.7961 29.5015 30.1874 30.8546 31.5039 32.1361 32.7521 33.3523 33.9375 34.5083 35.0652 35.6088 36.1395 36.6577 37.164 37.6587 38.1423 38.6151 39.0774 39.5296 39.972 40.405 40.8287 41.2434 41.6496 42.0472 42.4367 42.8183 43.1921 43.5584 43.9173 44.2691 44.614 44.9521 45.2836 45.6086 45.9274 46.24 46.5467 46.8475 47.1426 47.4321 47.7162 47.995 48.2685 48.537 48.8005 49.0591 49.313 49.5622 49.8068 50.0469 50.2826 50.5141 50.7413 50.9644 51.1835 51.3986 51.6097 51.8171 52.0208 52.2207 52.4171 52.6099 52.7992 52.9851 53.1677 53.3469 53.5229 53.6958 53.8655 54.0322 54.1958 54.3565 54.5142 54.6691 54.8212 54.9704 55.117 55.2609 55.4021 55.5407 55.6768 55.8103 55.9414 56.07 56.1962 56.32 56.4416 56.5608 56.6777 56.7925 56.905 57.0154 57.1236 57.2297 57.3338 57.4358 57.5358 57.6338 57.7299 57.824 57.9163 58.0066 58.0952 58.1818 58.2667 58.3498 58.4312 58.5108 58.5887 58.665 58.7396 58.8125 58.8838 58.9535 59.0217 59.0883 59.1533 59.2169 59.2789 59.3395 59.3986 59.4562 59.5125 59.5673 59.6207 59.6728 59.7235 59.7728 59.8209 59.8676 59.913 59.9572 60.0001 60.0417 60.0821 60.1213 60.1593 60.1961 60.2317 60.2662 60.2995 60.3317 60.3627 60.3926 60.4215 60.4492 60.4759 60.5015 60.526 60.5495 60.572 60.5935 60.6139 60.6334 60.6519 60.6694 60.6859 60.7015 60.7161 60.7298 60.7426 60.7545 60.7654 60.7755 60.7847 60.793 60.8004 60.807 60.8127 60.8176 60.8216 60.8248 60.8272 60.8288 60.8296
122 0 2.30179 4.31949 6.14695 7.82954 9.39507 10.8626 12.2459 13.5557 14.8004 15.9868 17.1206 18.2063 19.2482 20.2496 21.2136 22.1428 23.0397 23.9061 24.7442 25.5554 26.3414 27.1035 27.843 28.5611 29.2587 29.937 30.5967 31.2387 31.8638 32.4727 33.0661 33.6446 34.2089 34.7593 35.2965 35.821 36.3332 36.8336 37.3225 37.8003 38.2675 38.7243 39.1712 39.6083 40.036 40.4546 40.8644 41.2656 41.6585 42.0433 42.4202 42.7894 43.1512 43.5058 43.8533 44.1939 44.5279 44.8553 45.1763 45.4911 45.7999 46.1028 46.3999 46.6913 46.9772 47.2578 47.5331 47.8032 48.0684 48.3286 48.5839 48.8346 49.0807 49.3222 49.5593 49.7921 50.0206 50.245 50.4653 50.6816 50.8939 51.1024 51.3072 51.5082 51.7057 51.8995 52.0899 52.2768 52.4603 52.6406 52.8176 52.9913 53.162 53.3295 53.4941 53.6556 53.8142 53.97 54.1229 54.273 54.4203 54.565 54.707 54.8464 54.9833 55.1176 55.2494 55.3788 55.5058 55.6304 55.7526 55.8726 55.9903 56.1057 56.219 56.33 56.439 56.5458 56.6506 56.7533 56.854 56.9527 57.0495 57.1443 57.2372 57.3283 57.4175 57.5048 57.5904 57.6742 57.7562 57.8365 57.9151 57.992 58.0673 58.1409 58.2129 58.2833 58.3521 58.4194 58.4851 58.5493 58.612 58.6733 58.733 58.7914 58.8483 58.9038 58.9579 59.0106 59.062 59.112 59.1608 59.2082 59.2543 59.2991 59.3427 59.3851 59.4262 59.466 59.5047 59.5422 59.5785 59.6137 59.6477 59.6806 59.7123 59.743 59.7725 59.801 59.8283 59.8547 59.8799 59.9042 59.9274 59.9496 59.9707 59.9909 60.0101 60.0284 60.0456 60.062 60.0773 60.0918 60.1053 60.1179 60.1296 60.1404 60.1504 60.1594 60.1676 60.175 60.1814 60.1871 60.1919 60.1959 60.1991 60.2014 60.203 60.2038
123 0 2.29603 4.30417 6.12078 7.79203 9.34606 10.8021 12.174 13.4726 14.7063 15.8819 17.0051 18.0805 19.1123 20.1038 21.0582 21.978 22.8656 23.7231 24.5523 25.3549 26.1325 26.8864 27.6179 28.3281 29.018 29.6888 30.3411 30.9759 31.594 32.196 32.7826 33.3545 33.9123 34.4564 34.9874 35.5058 36.012 36.5065 36.9896 37.4619 37.9235 38.3749 38.8164 39.2483 39.671 40.0846 40.4894 40.8858 41.274 41.6541 42.0264 42.3912 42.7486 43.0989 43.4421 43.7786 44.1084 44.4318 44.7489 45.0599 45.3649 45.664 45.9574 46.2452 46.5276 46.8047 47.0766 47.3434 47.6052 47.8621 48.1143 48.3619 48.6049 48.8434 49.0775 49.3074 49.533 49.7546 49.9721 50.1857 50.3954 50.6013 50.8034 51.0019 51.1969 51.3883 51.5762 51.7608 51.942 52.1199 52.2947 52.4663 52.6347 52.8002 52.9626 53.1221 53.2787 53.4324 53.5834 53.7316 53.8771 54.0199 54.1601 54.2977 54.4328 54.5654 54.6956 54.8233 54.9486 55.0716 55.1923 55.3107 55.4269 55.5409 55.6527 55.7623 55.8699 55.9753 56.0788 56.1802 56.2796 56.377 56.4725 56.5661 56.6579 56.7477 56.8358 56.922 57.0065 57.0892 57.1702 57.2494 57.327 57.4029 57.4772 57.5499 57.6209 57.6904 57.7584 57.8248 57.8896 57.953 58.0149 58.0754 58.1344 58.1919 58.2481 58.3029 58.3563 58.4084 58.4591 58.5085 58.5566 58.6034 58.6489 58.6932 58.7362 58.778 58.8185 58.8579 58.8961 58.9331 58.9689 59.0036 59.0372 59.0697 59.101 59.1312 59.1604 59.1885 59.2155 59.2415 59.2664 59.2903 59.3132 59.3351 59.3561 59.376 59.3949 59.4129 59.43 59.4461 59.4613 59.4755 59.4889 59.5013 59.5129 59.5236 59.5334 59.5423 59.5504 59.5576 59.564 59.5696 59.5743 59.5783 59.5814 59.5838 59.5853 59.5861
124 0 2.2902 4.28875 6.09453 7.75448 9.29706 10.7416 12.1023 13.3898 14.6126 15.7775 16.8902 17.9554 18.9771 19.9589 20.9037 21.8142 22.6927 23.5413 24.3618 25.156 25.9253 26.6711 27.3946 28.097 28.7794 29.4427 30.0878 30.7155 31.3266 31.9218 32.5018 33.0672 33.6185 34.1564 34.6812 35.1936 35.6939 36.1827 36.6602 37.1268 37.5831 38.0291 38.4654 38.8922 39.3098 39.7185 40.1185 40.5101 40.8936 41.2691 41.637 41.9973 42.3504 42.6964 43.0355 43.3679 43.6937 44.0131 44.3264 44.6335 44.9347 45.2302 45.52 45.8043 46.0832 46.3569 46.6254 46.8889 47.1474 47.4012 47.6503 47.8947 48.1347 48.3702 48.6014 48.8284 49.0512 49.27 49.4848 49.6957 49.9028 50.1061 50.3057 50.5017 50.6942 50.8832 51.0688 51.251 51.4299 51.6057 51.7782 51.9476 52.1139 52.2773 52.4377 52.5951 52.7497 52.9015 53.0506 53.1969 53.3405 53.4815 53.62 53.7558 53.8892 54.0201 54.1486 54.2747 54.3985 54.5199 54.639 54.7559 54.8706 54.9831 55.0935 55.2018 55.3079 55.412 55.5141 55.6142 55.7124 55.8086 55.9029 55.9953 56.0858 56.1745 56.2615 56.3466 56.43 56.5116 56.5916 56.6698 56.7464 56.8213 56.8947 56.9664 57.0365 57.1051 57.1722 57.2377 57.3018 57.3644 57.4255 57.4851 57.5434 57.6002 57.6556 57.7097 57.7624 57.8138 57.8639 57.9127 57.9601 58.0063 58.0513 58.0949 58.1374 58.1787 58.2187 58.2576 58.2953 58.3318 58.3672 58.4014 58.4346 58.4666 58.4975 58.5274 58.5562 58.5839 58.6106 58.6362 58.6608 58.6844 58.707 58.7287 58.7493 58.769 58.7877 58.8054 58.8223 58.8382 58.8532 58.8672 58.8804 58.8927 58.9041 58.9146 58.9243 58.9331 58.9411 58.9483 58.9546 58.9601 58.9648 58.9687 58.9718 58.9741 58.9756 58.9764
125 0 2.28429 4.27323 6.0682 7.71688 9.24808 10.6813 12.0308 13.3072 14.5192 15.6735 16.7758 17.8309 18.8428 19.8149 20.7503 21.6515 22.521 23.3608 24.1728 24.9586 25.7197 26.4574 27.1731 27.8679 28.5428 29.1988 29.8367 30.4574 31.0617 31.6502 32.2236 32.7825 33.3276 33.8593 34.3781 34.8845 35.3791 35.8621 36.334 36.7953 37.2461 37.6869 38.1181 38.5398 38.9524 39.3562 39.7515 40.1384 40.5173 40.8884 41.2518 41.6078 41.9566 42.2984 42.6334 42.9618 43.2836 43.5992 43.9086 44.212 44.5095 44.8013 45.0876 45.3684 45.6439 45.9142 46.1794 46.4396 46.695 46.9456 47.1916 47.433 47.67 47.9026 48.131 48.3551 48.5752 48.7912 49.0034 49.2116 49.4161 49.6169 49.814 50.0076 50.1976 50.3842 50.5675 50.7474 50.9241 51.0976 51.268 51.4352 51.5995 51.7608 51.9191 52.0746 52.2273 52.3771 52.5243 52.6688 52.8106 52.9498 53.0865 53.2207 53.3523 53.4816 53.6084 53.7329 53.8551 53.975 54.0926 54.208 54.3213 54.4324 54.5413 54.6482 54.753 54.8558 54.9566 55.0554 55.1523 55.2473 55.3404 55.4316 55.521 55.6086 55.6944 55.7784 55.8607 55.9413 56.0203 56.0975 56.1731 56.2471 56.3195 56.3903 56.4596 56.5273 56.5935 56.6582 56.7214 56.7832 56.8435 56.9024 56.9599 57.016 57.0707 57.1241 57.1762 57.2269 57.2763 57.3244 57.3713 57.4169 57.4613 57.5044 57.5463 57.587 57.6266 57.6649 57.7021 57.7382 57.7731 57.8069 57.8397 57.8713 57.9018 57.9313 57.9597 57.987 58.0134 58.0387 58.063 58.0863 58.1086 58.13 58.1503 58.1698 58.1882 58.2058 58.2224 58.2381 58.2529 58.2668 58.2798 58.2919 58.3031 58.3135 58.3231 58.3318 58.3397 58.3467 58.353 58.3584 58.363 58.3669 58.3699 58.3722 58.3737 58.3745
126 0 2.27831 4.25762 6.04179 7.67925 9.19913 10.6211 11.9594 13.2249 14.4262 15.57 16.6621 17.7071 18.7092 19.6718 20.5978 21.49 22.3506 23.1817 23.9852 24.7627 25.5157 26.2455 26.9535 27.6408 28.3083 28.957 29.5879 30.2017 30.7992 31.3811 31.948 32.5006 33.0394 33.565 34.0779 34.5785 35.0673 35.5448 36.0112 36.467 36.9126 37.3483 37.7743 38.1911 38.5988 38.9979 39.3884 39.7707 40.1451 40.5117 40.8708 41.2225 41.5671 41.9048 42.2358 42.5601 42.8781 43.1898 43.4955 43.7952 44.0891 44.3774 44.6601 44.9375 45.2096 45.4766 45.7385 45.9956 46.2478 46.4953 46.7383 46.9767 47.2108 47.4405 47.666 47.8874 48.1047 48.3181 48.5276 48.7333 48.9352 49.1335 49.3281 49.5193 49.707 49.8913 50.0722 50.2499 50.4244 50.5957 50.7639 50.9291 51.0913 51.2506 51.4069 51.5605 51.7112 51.8592 52.0045 52.1471 52.2872 52.4246 52.5596 52.6921 52.8221 52.9497 53.0749 53.1979 53.3185 53.4369 53.553 53.667 53.7788 53.8884 53.996 54.1015 54.205 54.3065 54.406 54.5036 54.5993 54.693 54.7849 54.875 54.9632 55.0497 55.1344 55.2174 55.2987 55.3783 55.4562 55.5324 55.6071 55.6801 55.7516 55.8215 55.8899 55.9567 56.0221 56.086 56.1484 56.2093 56.2689 56.327 56.3838 56.4392 56.4932 56.5459 56.5973 56.6474 56.6962 56.7437 56.79 56.835 56.8788 56.9214 56.9627 57.0029 57.042 57.0798 57.1166 57.1522 57.1867 57.22 57.2523 57.2835 57.3137 57.3428 57.3708 57.3978 57.4238 57.4488 57.4728 57.4958 57.5179 57.5389 57.559 57.5782 57.5964 57.6138 57.6302 57.6456 57.6602 57.674 57.6868 57.6988 57.7099 57.7202 57.7296 57.7382 57.746 57.7529 57.7591 57.7644 57.769 57.7728 57.7758 57.7781 57.7796 57.7803
127 0 2.27226 4.24192 6.01531 7.6416 9.15021 10.561 11.8883 13.1429 14.3335 15.467 16.5489 17.584 18.5764 19.5295 20.4463 21.3295 22.1813 23.0039 23.799 24.5683 25.3133 26.0354 26.7358 27.4155 28.0758 28.7174 29.3413 29.9483 30.5391 31.1145 31.675 32.2213 32.7541 33.2737 33.7807 34.2755 34.7587 35.2306 35.6916 36.1422 36.5825 37.0131 37.4342 37.846 38.249 38.6433 39.0292 39.407 39.7769 40.1391 40.4939 40.8414 41.1819 41.5156 41.8425 42.163 42.4771 42.7851 43.087 43.3831 43.6734 43.9582 44.2375 44.5115 44.7803 45.044 45.3027 45.5566 45.8058 46.0503 46.2902 46.5257 46.7569 46.9838 47.2065 47.4252 47.6399 47.8506 48.0575 48.2606 48.46 48.6558 48.8481 49.0369 49.2222 49.4042 49.5829 49.7584 49.9307 50.0999 50.266 50.4291 50.5893 50.7465 50.9009 51.0525 51.2014 51.3475 51.491 51.6319 51.7702 51.9059 52.0392 52.17 52.2983 52.4243 52.548 52.6694 52.7885 52.9054 53.0201 53.1326 53.243 53.3513 53.4575 53.5617 53.6638 53.7641 53.8623 53.9586 54.0531 54.1457 54.2364 54.3253 54.4125 54.4979 54.5815 54.6634 54.7437 54.8222 54.8991 54.9744 55.0481 55.1203 55.1908 55.2598 55.3274 55.3934 55.4579 55.5209 55.5826 55.6428 55.7016 55.759 55.815 55.8697 55.9231 55.9751 56.0258 56.0753 56.1234 56.1703 56.216 56.2605 56.3037 56.3457 56.3866 56.4263 56.4648 56.5022 56.5385 56.5736 56.6076 56.6406 56.6725 56.7033 56.7331 56.7618 56.7895 56.8161 56.8418 56.8665 56.8902 56.9129 56.9346 56.9554 56.9753 56.9942 57.0122 57.0293 57.0455 57.0608 57.0752 57.0887 57.1014 57.1132 57.1242 57.1343 57.1436 57.1521 57.1598 57.1667 57.1728 57.1781 57.1826 57.1863 57.1893 57.1915 57.193 57.1937
128 0 2.26614 4.22613 5.98876 7.60392 9.10133 10.501 11.8173 13.0612 14.2413 15.3644 16.4363 17.4616 18.4444 19.3882 20.2959 21.1702 22.0133 22.8274 23.6142 24.3754 25.1126 25.8269 26.5198 27.1922 27.8452 28.4798 29.0969 29.6971 30.2814 30.8503 31.4046 31.9447 32.4714 32.9851 33.4863 33.9755 34.4531 34.9196 35.3753 35.8206 36.2559 36.6814 37.0975 37.5045 37.9028 38.2924 38.6738 39.0471 39.4126 39.7706 40.1211 40.4645 40.8009 41.1306 41.4536 41.7702 42.0806 42.3848 42.6831 42.9756 43.2625 43.5438 43.8197 44.0904 44.3559 44.6164 44.872 45.1227 45.3688 45.6104 45.8474 46.08 46.3083 46.5325 46.7524 46.9684 47.1804 47.3886 47.5929 47.7935 47.9905 48.1839 48.3737 48.5602 48.7432 48.923 49.0995 49.2728 49.4429 49.61 49.774 49.9351 50.0933 50.2486 50.4011 50.5508 50.6978 50.8421 50.9838 51.1229 51.2594 51.3935 51.5251 51.6542 51.781 51.9054 52.0276 52.1474 52.265 52.3804 52.4937 52.6048 52.7138 52.8207 52.9256 53.0285 53.1294 53.2283 53.3253 53.4205 53.5137 53.6051 53.6947 53.7825 53.8686 53.9529 54.0355 54.1163 54.1956 54.2731 54.3491 54.4234 54.4962 54.5674 54.6371 54.7052 54.7719 54.8371 54.9008 54.963 55.0239 55.0833 55.1414 55.198 55.2534 55.3074 55.36 55.4114 55.4615 55.5103 55.5579 55.6042 55.6493 55.6932 55.7359 55.7774 55.8177 55.8569 55.8949 55.9318 55.9676 56.0023 56.036 56.0685 56.1 56.1304 56.1598 56.1881 56.2155 56.2418 56.2671 56.2915 56.3149 56.3373 56.3588 56.3793 56.3989 56.4176 56.4354 56.4522 56.4682 56.4833 56.4976 56.5109 56.5234 56.5351 56.546 56.556 56.5652 56.5735 56.5811 56.5879 56.5939 56.5991 56.6036 56.6073 56.6102 56.6124 56.6139 56.6146
129 0 2.25994 4.21026 5.96216 7.56622 9.0525 10.4411 11.7466 12.9798 14.1494 15.2624 16.3243 17.3399 18.3132 19.2477 20.1464 21.0119 21.8465 22.6522 23.4308 24.1841 24.9134 25.6202 26.3056 26.9708 27.6167 28.2444 28.8546 29.4483 30.026 30.5886 31.1366 31.6707 32.1915 32.6993 33.1949 33.6785 34.1506 34.6117 35.0622 35.5023 35.9325 36.3531 36.7644 37.1666 37.5602 37.9453 38.3222 38.6911 39.0523 39.406 39.7524 40.0917 40.4241 40.7498 41.069 41.3818 41.6884 41.989 42.2837 42.5727 42.8561 43.134 43.4066 43.674 43.9363 44.1936 44.4461 44.6938 44.9369 45.1755 45.4096 45.6394 45.865 46.0863 46.3036 46.517 46.7264 46.9319 47.1338 47.3319 47.5265 47.7175 47.905 48.0891 48.2699 48.4475 48.6218 48.7929 48.961 49.126 49.288 49.4471 49.6033 49.7567 49.9073 50.0551 50.2003 50.3428 50.4827 50.6201 50.7549 50.8873 51.0172 51.1448 51.27 51.3929 51.5135 51.6318 51.748 51.8619 51.9738 52.0835 52.1911 52.2967 52.4003 52.5019 52.6015 52.6992 52.795 52.8889 52.981 53.0713 53.1597 53.2465 53.3314 53.4147 53.4962 53.5761 53.6543 53.7309 53.8059 53.8793 53.9512 54.0215 54.0903 54.1576 54.2234 54.2877 54.3506 54.4121 54.4722 54.5309 54.5882 54.6441 54.6988 54.7521 54.8041 54.8548 54.9043 54.9525 54.9994 55.0452 55.0897 55.133 55.1752 55.2162 55.256 55.2947 55.3322 55.3687 55.404 55.4383 55.4715 55.5036 55.5347 55.5647 55.5937 55.6217 55.6487 55.6747 55.6997 55.7238 55.7469 55.769 55.7902 55.8105 55.8298 55.8483 55.8658 55.8825 55.8983 55.9132 55.9272 55.9404 55.9528 55.9643 55.975 55.9849 55.994 56.0023 56.0097 56.0164 56.0224 56.0275 56.0319 56.0356 56.0385 56.0406 56.0421 56.0428
130 0 2.25368 4.1943 5.93549 7.52852 9.00372 10.3814 11.676 12.8987 14.058 15.1608 16.2128 17.2188 18.1828 19.1082 19.9979 20.8547 21.6808 22.4782 23.2488 23.9942 24.7159 25.4151 26.0932 26.7512 27.3902 28.011 28.6146 29.2016 29.773 30.3293 30.8712 31.3994 31.9142 32.4163 32.9062 33.3843 33.8511 34.3069 34.7522 35.1872 35.6125 36.0282 36.4347 36.8323 37.2212 37.6018 37.9742 38.3388 38.6958 39.0453 39.3876 39.7229 40.0513 40.3732 40.6886 40.9976 41.3006 41.5976 41.8888 42.1743 42.4543 42.7288 42.9982 43.2623 43.5214 43.7757 44.0251 44.2698 44.51 44.7457 44.9769 45.2039 45.4267 45.6454 45.8601 46.0708 46.2776 46.4807 46.68 46.8757 47.0679 47.2566 47.4418 47.6237 47.8022 47.9776 48.1497 48.3188 48.4848 48.6477 48.8078 48.9649 49.1192 49.2706 49.4194 49.5654 49.7087 49.8495 49.9877 50.1233 50.2565 50.3873 50.5156 50.6416 50.7652 50.8865 51.0056 51.1225 51.2372 51.3498 51.4602 51.5685 51.6748 51.7791 51.8814 51.9817 52.0801 52.1766 52.2712 52.3639 52.4549 52.544 52.6314 52.717 52.8009 52.8831 52.9636 53.0425 53.1197 53.1954 53.2694 53.3419 53.4129 53.4823 53.5502 53.6167 53.6817 53.7452 53.8073 53.868 53.9274 53.9853 54.0419 54.0972 54.1511 54.2038 54.2551 54.3052 54.354 54.4016 54.448 54.4931 54.5371 54.5799 54.6215 54.662 54.7013 54.7395 54.7766 54.8126 54.8475 54.8813 54.9141 54.9458 54.9765 55.0062 55.0348 55.0624 55.0891 55.1148 55.1395 55.1632 55.186 55.2079 55.2288 55.2488 55.2679 55.2862 55.3035 55.3199 55.3355 55.3502 55.3641 55.3771 55.3894 55.4007 55.4113 55.421 55.43 55.4382 55.4456 55.4522 55.458 55.4631 55.4675 55.4711 55.4739 55.4761 55.4775 55.4782
131 0 2.24735 4.17827 5.90877 7.49081 8.95499 10.3217 11.6057 12.8179 13.9669 15.0597 16.102 17.0985 18.0532 18.9695 19.8505 20.6987 21.5164 22.3056 23.0683 23.8059 24.5199 25.2118 25.8826 26.5335 27.1656 27.7797 28.3766 28.9573 29.5223 30.0725 30.6083 31.1305 31.6396 32.1361 32.6204 33.0931 33.5545 34.0051 34.4453 34.8754 35.2957 35.7066 36.1084 36.5013 36.8858 37.2619 37.63 37.9903 38.3431 38.6885 39.0267 39.3581 39.6826 40.0007 40.3123 40.6177 40.9171 41.2105 41.4982 41.7803 42.057 42.3282 42.5943 42.8553 43.1113 43.3625 43.6089 43.8507 44.0879 44.3207 44.5492 44.7735 44.9935 45.2096 45.4216 45.6298 45.8341 46.0347 46.2316 46.4249 46.6147 46.8011 46.984 47.1637 47.3401 47.5133 47.6833 47.8503 48.0142 48.1752 48.3332 48.4884 48.6408 48.7904 48.9373 49.0815 49.2231 49.3621 49.4986 49.6326 49.7641 49.8933 50.02 50.1444 50.2665 50.3864 50.504 50.6194 50.7327 50.8438 50.9529 51.0599 51.1649 51.2678 51.3689 51.4679 51.5651 51.6604 51.7538 51.8454 51.9352 52.0232 52.1095 52.1941 52.2769 52.3581 52.4376 52.5155 52.5918 52.6665 52.7396 52.8112 52.8813 52.9498 53.0169 53.0825 53.1467 53.2094 53.2708 53.3307 53.3893 53.4465 53.5024 53.557 53.6103 53.6622 53.713 53.7624 53.8106 53.8576 53.9034 53.948 53.9914 54.0337 54.0748 54.1147 54.1536 54.1913 54.2279 54.2634 54.2979 54.3313 54.3637 54.395 54.4253 54.4546 54.4829 54.5102 54.5365 54.5618 54.5862 54.6097 54.6322 54.6538 54.6744 54.6942 54.7131 54.7311 54.7482 54.7644 54.7798 54.7944 54.8081 54.8209 54.833 54.8442 54.8546 54.8643 54.8731 54.8812 54.8885 54.895 54.9008 54.9058 54.9101 54.9137 54.9165 54.9186 54.92 54.9207
